name,address,zip,city,state,paid id,longitude,latitude,neighborhood,regionid
Storage Post,301 - 305 W Fordham Rd Bronx NY 10468,10468,Bronx,NY,62674,-73.911903,40.861801,Inwood,195576
Extra Space Storage,245 W Fordham Rd Bronx NY 10468,10468,Bronx,NY,69039,-73.910642,40.861751,Inwood,195576
Fordham - Storage Post,301 W Fordham Rd Bronx NY 10468,10468,Bronx,NY,62674,-73.911913,40.861875,Inwood,195576
Extra Space Storage,245 W Fordham Rd Bronx NY 10468,10468,Bronx,NY,69039,-73.910746,40.861889,Inwood,195576
Safeguard Self Storage,3170 Webster Avenue Bronx NY 10467-4902,10467-4902,Bronx,NY,,-73.87526,40.872638,Bedford Park,343221
High Falls Self Storage LLC,67 Warehouse Street Rochester NY 14608-1736,14608-1736,Rochester,NY,,-77.624172,43.158372,Brown Square,343909
Greece Ridge Self Storage,4675 Eastman Kodak Rochester NY 14652,14652,Rochester,NY,,-77.620017,43.160806,Brown Square,343909
Monro Service Corporation,200 Holleder Parkway Rochester NY 14615-3808,14615-3808,Rochester,NY,,-77.657198,43.192536,Maplewood,343877
Mini Storage Of Greece,151 Bernice Street Rochester NY 14615-2203,14615-2203,Rochester,NY,,-77.644231,43.20617,Maplewood,343877
American Self Storage,4730 29th Street Long Island City NY 11101-3429,11101-3429,Long Island City,NY,,-73.93846,40.743096,Sunny Side,275620
Citiwide Self Storage,4555 Pearson Street Long Island City NY 11101-4329,11101-4329,Long Island City,NY,,-73.944233,40.745213,Sunny Side,275620
Official Ministorage Systems,3301 Hunters Point Avenue Long Island City NY 11101-2528,11101-2528,Long Island City,NY,,-73.932791,40.738896,Sunny Side,275620
Pace Moving & Storage Inc,2107 Borden Avenue Long Island City NY 11101-4516,11101-4516,Long Island City,NY,,-73.949736,40.740372,Sunny Side,275620
Action Express Moving,4402 23rd Street Long Island City NY 11101-5000,11101-5000,Long Island City,NY,,-73.944803,40.748388,Sunny Side,275620
Cadogan Tate,4120 39th Street Sunnyside NY 11104-4202,11104-4202,Sunnyside,NY,,-73.925559,40.747077,Sunny Side,275620
Cadogan Tate,41-20 39th Sunnyside NY 11104,11104,Sunnyside,NY,,-73.924585,40.749597,Sunny Side,275620
Monti Moving & Storage Inc,24 Greenpoint Avenue Brooklyn NY 11222-1515,11222-1515,Brooklyn,NY,,-73.959764,40.729653,Sunny Side,275620
Shurgard Storage Centers,49 20 Van Dam Street Long Island City NY 11101,11101,Long Island City,NY,,-73.938137,40.734449,Sunny Side,275620
Shurgard Self-Storage,4920 Van Dam Street Long Island City NY 11101-3135,11101-3135,Long Island City,NY,,-73.934602,40.739385,Sunny Side,275620
College Point Self Storage,4747 Van Dam Street Long Island City NY 11101-3011,11101-3011,Long Island City,NY,,-73.93409,40.741998,Sunny Side,275620
Top Security Self Storage,231 Norman Ave Brooklyn NY 11222-3606,11222-3606,Brooklyn,NY,,-73.944218,40.727564,Sunny Side,275620
Greenpoint Storage,5415 35th Street Long Island City NY 11101-3233,11101-3233,Long Island City,NY,,-73.938689,40.734954,Sunny Side,275620
Greenpoint Storage,425 Greenpoint Avenue Brooklyn NY 11222-1929,11222-1929,Brooklyn,NY,65031,-73.942438,40.732928,Sunny Side,275620
Greenpoint Storage Terminal Llc,171 West Brooklyn NY 11222,11222,Brooklyn,NY,,-73.959931,40.732982,Sunny Side,275620
Greenpoint Storage Terminal LLC,169 West Street Brooklyn NY 11222-1317,11222-1317,Brooklyn,NY,,-73.959743,40.732862,Sunny Side,275620
Extra Space Storage,36-02 Northern Blvd Long Island City NY 11101,11101,Long Island City,NY,69042,-73.937168,40.749003,Sunny Side,275620
Keep It Locked Storage,5415 35th Street Long Island City NY 11101-3233,11101-3233,Long Island City,NY,,-73.938689,40.734954,Sunny Side,275620
Keep It Locked Storage,3060 Review Avenue Long Island City NY 11101-3240,11101-3240,Long Island City,NY,,-73.940078,40.737259,Sunny Side,275620
City Closets Storage,47-32 32 Place Long Island City NY 11101,11101,Long Island City,NY,,-73.934067,40.738364,Sunny Side,275620
Storage Deluxe,3925 21st Long Island City NY 11101,11101,Long Island City,NY,,-73.949786,40.740395,Sunny Side,275620
Storage Deluxe,3801 47th Avenue Long Island City NY 11101-1813,11101-1813,Long Island City,NY,,-73.927391,40.742099,Sunny Side,275620
Loungecraft Moving & Storage Corporation,5310 46th Street Maspeth NY 11378-1047,11378-1047,Maspeth,NY,,-73.921529,40.732329,Sunny Side,275620
Storage Post,30-28 Starr Ave Long Island City NY 11101,11101,Long Island City,NY,62662,-73.93782,40.73739,Sunny Side,275620
Access Self Storage - Long Island City,29-00 Review Ave Long Island City NY 11101,11101,Long Island City,NY,64316,-73.940628,40.738066,Sunny Side,275620
Long Island City - Storage Post,30-28 Starr Ave Long Island City NY 11101,11101,Long Island City,NY,62663,-73.938127,40.737577,Sunny Side,275620
Storage Deluxe - 47th Avenue,3801 47th Ave Long Island City NY 11101,11101,Long Island City,NY,19625,-73.927331,40.742167,Sunny Side,275620
Storage Plus,35-00 Review Ave Long Island City NY 11101,11101,Long Island City,NY,65009,-73.938585,40.734857,Sunny Side,275620
Greenpoint self Storage,425 Greenpoint Ave Brooklyn NY 11222,11222,Brooklyn,NY,65031,-73.942427,40.733055,Sunny Side,275620
Extra Space Storage,36-02 Northern Blvd Long Island City NY 11101,11101,Long Island City,NY,69042,-73.927708,40.751946,Sunny Side,275620
American Self Storage,500 10th Avenue New York NY 10018-1180,10018-1180,New York,NY,,-73.997328,40.757066,Chelsea,276254
Cnt Corporation,1 Pennsylvania Plaza New York NY 10001,10001,New York,NY,,-73.996213,40.750051,Chelsea,276254
City Closet New York's Pickup & Delivery Storage,214 West 29th Street New York NY 10001,10001,New York,NY,,-73.993373,40.747888,Chelsea,276254
Whitehall Moving Stge Co Inc,511 W 25th St New York NY 10001,10001,New York,NY,,-74.003524,40.749137,Chelsea,276254
Big John's Moving Inc,1602 1st Ave Brooklyn NY 11232,11232,Brooklyn,NY,,-73.996208,40.75005,Chelsea,276254
Citistorage,421 7th Ave New York NY 10001,10001,New York,NY,,-73.991096,40.750351,Chelsea,276254
American Storage Transport,66 W 33rd St New York NY 10001,10001,New York,NY,,-73.987007,40.748603,Chelsea,276254
Manhattan Mini Storage,451 9th Avenue New York NY 10018-5604,10018-5604,New York,NY,,-73.995778,40.754132,Chelsea,276254
Manhattan Mini Storage,520 W 17th St New York NY 10011,10011,New York,NY,,-74.007263,40.744224,Chelsea,276254
Pinnacle Self Storage,214 West 29 New York NY 10001,10001,New York,NY,,-73.993423,40.74825,Chelsea,276254
Storage Deluxe Corporation,26 West 17th Street Lbby New York NY 10011,10011,New York,NY,28461,-73.993088,40.738117,Chelsea,276254
Manhattan Mini Storage,210 South Street New York NY 10002-7823,10002-7823,New York,NY,,-73.995046,40.70935,Lower East Side,270875
Santini V Inc,27 South 6th Avenue Mount Vernon NY 10550-3004,10550-3004,Mount Vernon,NY,,-73.83866,40.910464,Wakefield-Williamsbridge,343225
Santini V Inc,27 South 6 Avenue Mount Vernon NY 10550,10550,Mount Vernon,NY,,-73.838639,40.910388,Wakefield-Williamsbridge,343225
Safeguard Self Storage,4301 Bronx Boulevard Bronx NY 10466-1305,10466-1305,Bronx,NY,67758,-73.859877,40.896833,Wakefield-Williamsbridge,343225
Safeguard Self Storage - Bronx,4301 Bronx Blvd Bronx NY 10466,10466,Bronx,NY,67758,-73.859888,40.897027,Wakefield-Williamsbridge,343225
Ralph Palmisano Movers Inc,1306 1st North Street Syracuse NY 13208-1616,13208-1616,Syracuse,NY,,-76.157191,43.072738,Washington Square,275929
Atlas Van Lines,1841 Park Ave Syracuse NY 13202,13202,Syracuse,NY,,-76.163857,43.07082,Washington Square,275929
Uncle Bob's Self Storage,430 Spencer Street Syracuse NY 13204-1340,13204-1340,Syracuse,NY,50669,-76.164121,43.05744,Washington Square,275929
Uncle Bob's Self Storage,430 Spencer St Syracuse NY 13204,13204,Syracuse,NY,50669,-76.164306,43.057489,Washington Square,275929
Alternate Trucking & Warehouse Inc,1668 Summerfield Street Ridgewood NY 11385-5748,11385-5748,Ridgewood,NY,,-73.901128,40.696143,Ridgewood,275173
Great Storage Llc,49 Wyckoff Avenue Brooklyn NY 11237-2650,11237-2650,Brooklyn,NY,,-73.92168,40.705861,Ridgewood,275173
U-Store-It,1125 Wyckoff Avenue Ridgewood NY 11385-5784,11385-5784,Ridgewood,NY,28465,-73.901188,40.693892,Ridgewood,275173
United Stor All Ridgewood,1060 Wyckoff Ave Ridgewood NY 11385-5749,11385-5749,Ridgewood,NY,28639,-73.903358,40.695207,Ridgewood,275173
Secure Self Storage - Wyckoff,1060 Wyckoff Ave Ridgewood NY 11385,11385,Ridgewood,NY,28639,-73.903446,40.695114,Ridgewood,275173
Storage Deluxe - 1125 Wyckoff Avenue,1125 Wyckoff Ave New York NY 11385,11385,New York,NY,28465,-73.901032,40.693847,Ridgewood,275173
Safeguard Self Storage,1726 Hancock St Ridgewood NY 11385-4734,11385-4734,Ridgewood,NY,,-73.904492,40.699581,Ridgewood,275173
Stronghold Warehouse Inc,6020 59th Drive Maspeth NY 11378-3416,11378-3416,Maspeth,NY,,-73.905761,40.717485,Ridgewood,275173
Globe Storage & Moving CO Inc,5624 Flushing Avenue Maspeth NY 11378-3100,11378-3100,Maspeth,NY,,-73.911028,40.716647,Ridgewood,275173
Pepperidge Farm Inc,5874 54th Street Maspeth NY 11378-3002,11378-3002,Maspeth,NY,,-73.914601,40.717482,Ridgewood,275173
Storage Post,48-21 Metropolitan Avenue Ridgewood NY 11385-1048,11385-1048,Ridgewood,NY,62664,-73.919233,40.7137,Ridgewood,275173
Ridgewood - Storage Post,48-21 Metropolitan Ave Queens NY 11385,11385,Queens,NY,62664,-73.918931,40.713843,Ridgewood,275173
Austin Mini Storage,6570 Austin Street Rego Park NY 11374-4628,11374-4628,Rego Park,NY,,-73.858707,40.725282,Forest Hills,273757
Moving Right Along Inc,8920 Cooper Avenue Glendale NY 11385-7920,11385-7920,Glendale,NY,,-73.862987,40.711786,Forest Hills,273757
Storage Deluxe Inc,50 Thayer Street New York NY 10040-1202,10040-1202,New York,NY,,-73.926713,40.862906,Washington Heights,198687
A Home Storage,465 West 150th Street New York NY 10031-2722,10031-2722,New York,NY,,-73.944529,40.828071,Washington Heights,198687
U Haul Co,280 W 155th Street New York NY 10039-1300,10039-1300,New York,NY,,-73.936896,40.829028,Washington Heights,198687
Action Moving Co,95 Sackman Street Brooklyn NY 11233-3418,11233-3418,Brooklyn,NY,,-73.906076,40.676439,Brownsville,193526
Storage Deluxe,2033 Pitkin Avenue Brooklyn NY 11207-3425,11207-3425,Brooklyn,NY,,-73.89756,40.671617,Brownsville,193526
Safeguard Self Storage,1648 East New York Brooklyn NY 11212,11212,Brooklyn,NY,,-73.907575,40.673545,Brownsville,193526
Safeguard Self Storage,1206 E New York Ave Brooklyn NY 11212,11212,Brooklyn,NY,,-73.922798,40.667099,Brownsville,193526
Safeguard Self Storage,1680 Atlantic Avenue Brooklyn NY 11213-1206,11213-1206,Brooklyn,NY,,-73.935142,40.677574,Brownsville,193526
Extra Space Storage,2696 Fulton Street Brooklyn NY 11207,11207,Brooklyn,NY,69062,-73.895148,40.677518,Brownsville,193526
Storage Deluxe - 2057 Pitkin Ave,2049 Pitkin Ave Brooklyn NY 11207,11207,Brooklyn,NY,28468,-73.897053,40.67183,Brownsville,193526
Safeguard Self Storage - East New York Ave.,E New York Ave New York NY 11212,11212,New York,NY,67760,-73.908144,40.673435,Brownsville,193526
Extra Space Storage,2696 Fulton St Brooklyn NY 11207,11207,Brooklyn,NY,69062,-73.895043,40.677391,Brownsville,193526
A Bay Ridge Storage & Van Co,772 East 93 Brooklyn NY 11236,11236,Brooklyn,NY,,-73.912357,40.649374,Brownsville,193526
Wyckoff Self Storage,1205 Flatlands Avenue Brooklyn NY 11234,11234,Brooklyn,NY,,-73.941061,40.617505,Brownsville,193526
Alpha Warehouse CO,400 Dewitt Avenue Brooklyn NY 11207-6730,11207-6730,Brooklyn,NY,,-73.895179,40.656409,Brownsville,193526
A-One Moving & Storage Inc,9502 Ditmas Avenue Brooklyn NY 11236-1827,11236-1827,Brooklyn,NY,,-73.911083,40.65051,Brownsville,193526
Storage Deluxe - 486 Stanley Ave,486 Stanley Ave Brooklyn NY 11207,11207,Brooklyn,NY,28472,-73.890288,40.656577,Brownsville,193526
Alternate Trucking & Warehouse Inc,1668 Summerfield Street Ridgewood NY 11385-5748,11385-5748,Ridgewood,NY,,-73.901128,40.696143,Bushwick,193587
Storage Deluxe,522 Van Buren Street Brooklyn NY 11221-3012,11221-3012,Brooklyn,NY,,-73.927899,40.6918,Bushwick,193587
Great Storage Llc,49 Wyckoff Avenue Brooklyn NY 11237-2650,11237-2650,Brooklyn,NY,,-73.92168,40.705861,Bushwick,193587
Big R,830 Lafayette Avenue Brooklyn NY 11221-1902,11221-1902,Brooklyn,NY,,-73.939482,40.691222,Bushwick,193587
